,Time,Speech,Communication Code,Common words,General Observation,
288,(0:28:28),"Oh would you, oh did you get me",,,,
289,(0:28:36),"Thank you, x-rays done",,,,
,,,,,,
324,(0:31:59),"So we're gonna get a CAT scan of her head, just to make sure everything looks okay.",,,,
330,(0:32:47),So we're just gonna get head CT. She's already has lab sent and C-spine done and that's it,,,,
,,,,,,
,,,,,,
170126,,,,,,
189,(0:24:28),Get her x-ray we'll get her C T.,,,,
,,,,,,
202,(0:26:21),"Some pictures ok, it shouldn&rsquo;t hurt.",,,,
203,(0:26:32),You&rsquo;re ok we&rsquo;ll do all the moving for you.,,,,
204,(0:26:36),I know it doesn&rsquo;t feel that great don&rsquo;t worry but don&rsquo;t worry we&rsquo;re going to take pictures first so we can take it out ok.,,,,
205,(0:26:42),Slow deep breaths slow deep breaths it&rsquo;s ok I&rsquo;m right here I&rsquo;m not leaving you.,,,,
,,,,,,
,,,,,,
170127,,,,,,
112,(0:12:01),"No lab, no radiology we can get her into a room",,,,
,,,,,,
146,(0:16:28),"All her labs are back everything looks okay. We check to make sure that liver function test okay. They check the hemaglobin to make sure if there's sign of bleeding that can be low and that was okay. They look at the urine they make sure there's no blood in the urine, so all labs check look okay, okay",,,,
,,,,,,
,,,,,,
170122,,,,,,
153,0:07:30,Are we gonna get labs?,,,,
154,0:07:31,Uh I don't think we need labs for right now.,,,,
,,,,,,
250,0:14:28,"And if it's one then just do some X-rays, just get that blood pressure cuff.",,,,
251,0:14:35,"Probably just get some X-rays to make sure there's no, fracturing in his tips.",,,,
,,,,,,
255,0:14:59,You just want xrays,,,,
,,,,,,
,,,,,,
170449,,,,,,
70,0:11:50,What type of labs do we want?,,,,
71,0:11:52,Comprehensive trauma labs please,,,,
,,,,,,
,,,,,,
170447,,,,,,
152,0:22:12,"Alright so we're gonna get comprehensive labs, we're gonna get a lateral C spine X-ray, we'll review the images from the outside hospital - the CT head, and we'll uh consult Neurosurgery",,,,
,,,,,,
,,,,,,
170445,,,,,,
7,0:04:28,Any labs?,,,,
8,0:04:29,Uh no we have no labs we just have respiratory which is all we need,,,,
,,,,,,
79,0:08:28,What labs,,,,
80,0:08:30,Uh I'm gonna see what they did at the outside hospital first,,,,
,,,,,,
155,0:14:04,Did we send trauma labs,,,,
,,,,,,
,,,,,,
170442,,,,,,
62,0:17:45,Just basic trauma lab,,,,
63,0:17:48,Just basic? Okay we're fine,,,,
,,,,,,
93,0:21:09,"Hi buddy. I know. Hi, are you okay?",,,,
94,0:21:15,Your head hurts?,,,,
95,0:21:16,"So CT head, C-spine, X-ray, and uh",,,,
96,0:21:20,He's complaining about the head.,,,,
97,0:21:44,"CT head, X ray",,,,
98,0:21:45,I mean I don't know that we need either.,,,,
99,0:21:52,So just X-ray,,,,
,,,,,,
,,,,,,
170441,,,,,,
58,0:25:57,"Yeah, me too. I would just do the basic trauma labs.",,,,
68,0:26:34,"We'll take a look at our--we'll need to get um... X-rays and C-spine, and... hopefully we won't need any other additional C-spine.",,,,
,,,,,,
,,,,,,
170437,,,,,,
98,(00:11:54),"We'll do basic labs,--.",,,,
,,,,,,
201,(00:17:41),"So right ankle, and right ankle tenderness, lumbar spine tenderness, um basic labs we'll get x-rays of that right lower extremity. Prep to get l-spine x-rays.",,,,
,,,,,,
,,,,,,
170436,,,,,,
116,0:09:46,Alright so plain films of the C-spine and then I guess he has CT scans,,,,
117,0:09:52,"That they said they couldn’t really read well, cause of motion, but yeah I put in for them already",,,,
,,,,,,
,,,,,,
170435,,,,,,
134,0:11:02,"Alright we're gonna review the CT of the head, repeat the labs, get plain films of the C-spine and then",,,,
,,,,,,
,,,,,,
170434,,,,,,
93,0:05:42,Can we have basic trauma labs?,,,,
94,0:05:45,"After we roll him, we'll get an x-ray of the pelvis and the and the both thighs",,,,
,,,,,,
137,0:08:05,Okay can can we get the x-rays?,,,,
138,0:08:07,"Got pain meds, urology",,,,
,,,,,,
,,,,,,
170413,,,,,,
121,0:14:06,"So basic, basic trauma labs",,,,
122,0:14:07,Basic trauma and a lateral C-spine,,,,
123,0:14:08,Lateral C-spine,,,,
,,,,,,
,,,,,,
170407,,,,,,
74,0:10:00,"CT head, if she does okay with the CT head just hem the waist, if not, then she goes up",,,,
,,,,,,
91,0:10:47,The kid already has labs right,,,,
92,0:10:48,Yes,,,,
93,0:10:49,But we're gonna draw more labs,,,,
94,0:10:49,We're doing a BVG,,,,
95,0:10:51,No more?,,,,
96,0:10:51,We're just doing a BVG,,,,
97,0:10:52,Okay,,,,
98,0:10:53,We've done so many things,,,,
99,0:10:53,Blood gas?,,,,
100,0:10:54,Yup,,,,
101,0:10:55,Probably needs a repeat for eyes cause she's got an FFP and blood,,,,
102,0:10:55,"Just for the, just for the blood gas",,,,
103,0:10:55,Yeah yeah yeah,,,,
104,0:11:00,Do everything we can,,,,
105,0:11:05,That was just fill enough for equal,,,,
,,,,,,
156,0:13:56,"So as soon as they put the back push back on we should get a chest X-ray, check the tube placement",,,,
,,,,,,
,,,,,,
170336,,,,,,
103,0:26:22,So they did not do a CNP,,,,
104,0:26:24,Yeah,,,,
105,0:26:24,They just did a BNP?,,,,
107,0:26:28,Okay and did you do a urine,,,,
108,0:26:29,"What's that, okay, we can do that, and what's the other thing you said",,,,
109,0:26:33,They didn’t do a post ant they just did a BNP so you have to get the LX's,,,,
111,0:26:38,So BNP,,,,
112,0:26:40,"So we're just gonna get LX's, you wanna repeat, I have a hemoglobin, I have a, unless you want it just repeated with our basic labs",,,,
113,0:26:48,Yeah I think let's do basic labs,,,,
114,0:26:48,"Okay, alright",,,,
116,0:26:51,We're getting basic labs guys,,,,
120,0:26:59,"Did you want a urine too, you want a urine too",,,,
121,0:27:01,Yeah,,,,
122,0:27:02,"Okay, we need a urine and basic",,,,
,,,,,,
136,0:28:06,"Okay, so that's it, that's the full exam, so, guess we just have to look at the radiology but there's nothing on exam abnormal",,,,
,,,,,,
,,,,,,
170335,,,,,,
135,0:17:12,Great so we need a basic trauma labs and we'll look at the CT and kind of decide from that,,,,
,,,,,,
,,,,,,
170329,,,,,,
86,0:12:02,"Alright did you guys get those labs? We're gonna do a comprehensive set of labs, um head CT with maximal facial CT and lateral C-spine.",,,,
,,,,,,
,,,,,,
170327,,,,,,
76,0:17:33,Is there any bruising or anything on her head? We'll get basic labs,,,,
78,0:17:38,"Lateral C-spine, plain film, and then a head CT.",,,,
,,,,,,
,,,,,,
170229,,,,,,
85,0:07:42,So she needs like basic trauma labs and,,,,
86,0:07:45,You want some more basic trauma labs-you said basic?,,,,
87,0:07:47,Yeah,,,,
88,0:07:48,"Basic, right",,,,
,,,,,,
,,,,,,
170228,,,,,,
200,0:18:08,"C-spine films, basic tramua labs",,,,
201,0:18:08,He's doing okay,,,,
202,0:18:11,"Hey, head and plain films and C-spine",,,,
203,0:18:13,Or would you just CT,,,,
204,0:18:14,"No, just get, no just uh, uh, like a",,,,
205,0:18:16,Plain film,,,,
206,0:18:16,"Plain film, CT of the head",,,,
,,,,,,
,,,,,,
170223,,,,,,
33,0:08:43,Anything else?,,,,
34,0:08:44,Uh the disk for the head CT,,,,
,,,,,,
85,0:10:59,Basic trauma labs?,,,,
86,0:11:01,Yeah basic labs thank you,,,,
,,,,,,
177,0:15:12,You wanna see how the CT is going,,,,
178,0:15:18,"Alright here you go, this is just another one extra just in case they ask",,,,
179,0:15:30,"You ran chest, abdomen, pelvis",,,,
,,,,,,
235,0:17:51,Um so do we already have images or,,,,
236,0:17:53,"So we're getting basic labs, we're gonna look at the CT, we don't need any other images right now, neurosurgery's here, they're gonna evaluate",,,,
,,,,,,
,,,,,,
170211,,,,,,
15,0:03:01,And you have the CT scans for us?,,,,
16,0:03:02,"Mhmm, yeah.",,,,
17,0:03:04,"Thank you, can we uh get the CT scan uploaded for a second read please by radiology, thank you",,,,
18,0:03:10,If you put that order in verbally we'd appreciate it.,,,,
,,,,,,
92,0:08:58,Let's get the head of the bed elevated guys.,,,,
93,0:09:02,Guys we're gonna keep the head of the bed elevated until we get the CT,,,,
94,0:09:08,They're uploading it for a second read.,,,,
,,,,,,
98,0:09:23,"That was the issue, right, and then was brought to outside hospital, had a CT scan that showed skull fracture and a subdural?",,,,
99,0:09:29,"Yea, small subdural hemotoma.",,,,
100,0:09:30,Small subdural and acted lethargic at that point.,,,,
101,0:09:33,Only findings on primary and secondary survey was the scalp hemotoma correct?,,,,
102,0:09:37,Left parietal.,,,,
103,0:09:38,"Left parietal, alright, so we're gonna upload the CT head, uh we're gonna do skeletal survey, and we'll do an AT labs.",,,,
,,,,,,
,,,,,,
170210,,,,,,
156,0:10:34,What labs at radiology do you want?,,,,
161,0:10:49,"I agree, I'm comfortable without any labs or any imaging.",,,,
,,,,,,
,,,,,,
170209,,,,,,
3,0:10:27,"Went ahead and did some various labs, ASP, ALT were elevated so they did a CT belly",,,,
4,0:10:31,Which showed a grade point liver lac,,,,
,,,,,,
6,0:10:40,"Um initially there was a single point drop in hemoglobin, hours 2 and hour 3 were stable",,,,
17,0:11:09,"And there's 4 hemoglobins that you have in total, or 3",,,,
19,0:11:11,Probably in 3,,,,
20,0:11:12,3,,,,
,,,,,,
147,0:16:39,"I think he's stable to go to the floor, just based on the labs we got before, but we'll repeat the set here, just the basic trauma labs and then just monitor him",,,,
,,,,,,
,,,,,,
170203,,,,,,
109,0:18:08,You need trauma labs done on him?,,,,
110,0:18:10,We're getting basic labs. Thank you.,,,,
,,,,,,
125,0:19:17,"So the plan we're gonna get basic labs, get a head CT, and we'll go back over to the GDR and then go from there. Anybody have any questions, concerns?",,,,
126,0:19:25,"Nope, sounds like a plan.",,,,
,,,,,,
,,,,,,
170128,,,,,,
82,0:23:24,We're gonna get a chest X-ray and pelvic X-ray now,,,,
,,,,,,
,,,,,,
170121,,,,,,
61,0:26:35,CT is ordered.,,,,
,,,,,,
90,0:28:37,What labs do you want,,,,
92,0:28:39,"Um, just basic trauma ones.",,,,
,,,,,,
134,0:31:35,Can you work on the pulse ox as well,,,,
135,0:31:36,"Yea I think it's, I don't see, it's not on her, it came off",,,,
136,0:31:27,For some reason it's not reading again,,,,
,,,,,,
,,,,,,
170120,,,,,,
98,0:21:30,"Just basic, basic labs",,,,
99,0:21:32,I see,,,,
101,0:21:34,Basic trauma labs?,,,,
102,0:21:34,Yeah,,,,
103,0:21:35,Okay,,,,
,,,,,,
,,,,,,
170114,,,,,,
118,0:04:21,You guys want any labs,,,,
120,0:04:23,Not right now,,,,
,,,,,,
204,0:07:57,What X-rays should we want to get,,,,
205,0:07:58,"C-spine, for right now",,,,
206,0:07:59,"C-spine, any blood work",,,,
218,0:08:43,Can we get a repeat sugar on him pelase cause he was hypoglycem-,,,,
219,0:08:46,"Excuse me, is he a diabetic, oh, hypoglycemic",,,,
220,0:08:48,"Yeah there was um, they checked the sugar on him",,,,
221,0:08:50,62,,,,
223,0:08:53,Oh so you already have a bfp,,,,
224,0:08:55,"No, just they just checked his sugar",,,,
225,0:08:57,Oh,,,,
226,0:09:01,Left arm band,,,,
227,0:09:01,"We can get a bfp for that purpose I forgot about that, you wanna get that from the blood work",,,,
228,0:09:05,Oh no I was gonna check it,,,,
229,0:09:07,"Oh you took a, alright that, okay",,,,
230,0:09:18,"X-rays so far yes and spine, I don't know",,,,
,,,,,,
239,0:09:43,"So, we'll do an ISTAT for sugar and we'll get lateral C-spine uh uh X-rays and we'll go from there",,,,
,,,,,,
,,,,,,
170112,,,,,,
30,0:09:32,All they did was a CT?,,,,
31,0:09:33,All they did was a CT,,,,
,,,,,,
96,0:16:15,No drug or allergies from food,,,,
97,0:16:16,No vomiting or anything,,,,
98,0:16:17,"No vomiting all weekend, she's had a cough, a cold, for 4-5 days",,,,
99,0:16:37,We just need neuro search really right,,,,
100,0:16:38,Yeah,,,,
101,0:16:38,And upload the um neuro tran consult,,,,
102,0:16:40,"Yeah, yeah, yeah, if we can get here we could",,,,
103,0:16:41,Lab and sale to survey,,,,
104,0:16:45,So we're ready to take this into a room if everyone else is comfortable,,,,
,,,,,,
113,0:19:30,"That kid I was telling you about that depressed skull fracture is here, we're in the trauma bay right now, she looks like illiac, there is a",,,,
114,0:19:57,She's in trauma bay right now,,,,
115,0:20:12,"If we don’t get it this time, let's just move on to finish the spine and like get out of the room so they can wait for the next trauma staff",,,,
126,0:21:25,So 8 month old with uh unwitnessed trauma who has a palpable right skull fracture with CT confirmed,,,,
127,0:21:32,"We're gonna call neuro surgery, get basic trauma labs, and skeletal survey",,,,
,,,,,,
,,,,,,
170110,,,,,,
8,0:00:21,"Lab results, he's had a CVC, a STE-MP, and a bagged urine, all of which look fine except for a slightly elevated AST and ALT",,,,
9,0:00:31,"AST is 59, his AST--ALT is 52",,,,
10,0:00:43,"Urine has no red blood cells, that's why, they're such low levels",,,,
,,,,,,
140,0:09:17,"Uh you slided C-spines right, and gonna get trauma labs",,,,
142,0:09:29,"Yeah so in summary we have a 7 month old in a um rear-or backseat-restrained um MVC, no obvious injuries on primary or secondary, um we're keeping the C-collar in for now, we're gonna get a lateral C-spine X-ray, we already have negative trauma labs and UA, um so we'll reassess after the X-ray",,,,
,,,,,,
,,,,,,
161227,,,,,,
72,0:04:59,"Thank you, --, I'm interested in basic trauma labs from that",,,,
73,0:05:02,I did,,,,
,,,,,,
79,0:05:24,He's getting basic trauma labs and a dose of morphine at handset has been requested,,,,
81,0:05:32,Uh radiology tested the right knee,,,,
,,,,,,
103,0:06:37,"You need, you need, you want uh, you want blood",,,,
104,0:06:42,Basic trauma labs please yeah,,,,
105,0:06:43,Basic trauma labs got it,,,,
,,,,,,
128,0:08:15,"Okay so once the IV is secured, turning the patient to assess, and then we'll figure out what plain films we need",,,,
,,,,,,
152,0:10:50,"Likely, just get an X-ray so we can see, see where it is, and confirm that it's there",,,,
,,,,,,
,,,,,,
170105,,,,,,
149,0:06:50,I think just basics right now,,,,
150,0:06:51,Okay,,,,
151,0:06:52,"Basic trauma labs, a UA",,,,
152,0:06:54,"Can we pull up, pull up basic trauma labs",,,,
153,0:06:55,"Alright, okay",,,,
156,0:06:56,Trauma labs have been ordered already,,,,
157,0:06:57,That's happening,,,,
,,,,,,
268,0:11:26,I'd just do C-spine and extremity films,,,,
,,,,,,
,,,,,,
161220,,,,,,
27,0:07:45,"Uh, let's start with basic trauma labs.",,,,
,,,,,,
73,0:10:50,"Um, so, he's gonna need a CT head, uh, basic trauma labs, uh probably, actually we'll probably do plain films of the neck.",,,,
77,0:11:06,"Uh we're gonna do plain films of the neck to clear it, do you guys want to put -do you change out to Miami-J's-or do you leave those?",,,,
79,0:11:13,"If that's, if a good fit, you leave it. But, if not.",,,,
80,0:11:16,"I mean if you're happy with it, I think, I think we can probably clear him after plain films, so I don't think he's gonna be in it for a long time.",,,,
,,,,,,
142,0:15:02,"So we're gonna get a CT head, trauma labs.",,,,
143,0:15:11,And C-spine. Okay.,,,,
144,0:15:17,Do you need me to hold C-spine to X-ray or do you think he's okay,,,,
145,0:15:18,"Uh, no, you don't need to hold C-spine. We'll just let it hang.",,,,
,,,,,,
,,,,,,
161219,,,,,,
46,0:03:07,And then we'll probably want to get trauma labs and an IV,,,,
,,,,,,
64,0:04:33,"And do basic trauma labs, that would be great",,,,
,,,,,,
111,0:09:04,X-rays?,,,,
112,0:09:05,"Uh yes we'll do right femur, knee, and tibfib",,,,
,,,,,,
116,0:09:16,"Basic, on the left",,,,
117,0:09:17,Yea basic labs,,,,
119,0:09:23,"Basic labs have ATA, LTA right",,,,
,,,,,,
139,0:10:40,"Um overall primary survey was negative, secondary survey was most notable for um significant pain to the right lower extremity, uh E and uh leg lower leg, and then a small abrasion on his nose so basic trauma labs we've gotten, morphine, didn't get a flu ebolas, and X-rays of the right lower extremity",,,,
,,,,,,
,,,,,,
161217,,,,,,
133,0:52:49,You did get labs,,,,
134,0:52:50,Yeah they were all normal,,,,
,,,,,,
152,0:53:24,So we're gonna go look at the pictures,,,,
156,0:53:49,"So no labs, he's already got labs correct",,,,
157,0:53:53,No labs,,,,
158,0:53:53,"Yes no labs, we just need to roll him, did we do that already",,,,
159,0:53:56,Yes we did,,,,
160,0:53:57,"On the other side, okay so and we'll check, we'll check the urine for a UA, that's the only lab, and we'll get a pelvis AP view",,,,
,,,,,,
,,,,,,
161213,,,,,,
165,0:07:38,Guys drawing basic trauma labs,,,,
,,,,,,
180,0:08:48,"We need, we need a better flask",,,,
181,0:08:49,"Oh it means that we're just gonna use a little flask over here, your blood didn't want to come out of this like this, this part, so we're just gonna, we're just gonna use a very very teenie thing to get some blood out okay",,,,
182,0:08:51,Ground reasonable to see a chest X-ray,,,,
183,0:08:59,Is it gonna hurt,,,,
184,0:09:01,It will probably feel less than what I just did,,,,
185,0:09:01,Alright I'm okay holding off on the chest X-ray,,,,
186,0:09:03,Uh we don't get chest X-rays on the grounds of that,,,,
,,,,,,
,,,,,,
161207,,,,,,
113,0:18:13,"No obvious injuries on primary, secondary survey, but given the mechanism and the symtpoms we'll get a head CT and a uh cervical spine X-ray",,,,
114,0:18:23,Anything else anyone can think of?,,,,
115,0:18:28,Do you want any labs?,,,,
116,0:18:30,Uh yeah we have basic labs,,,,
117,0:18:34,You want basic labs?,,,,
118,0:18:35,Yeah,,,,
,,,,,,
,,,,,,
161202,,,,,,
182,0:11:50,Um can we get some blood uh--,,,,
183,0:11:53,Gas and labs too,,,,
184,0:11:54,Uh do I wanna get a bedside gas,,,,
185,0:11:57,"See what you can get and otherwise can I get with a, get to a femoral stat for blood, for a gas, if they don't get it",,,,
,,,,,,
191,0:12:45,"We're going to try and get blood for a gas, we're gonna tear, gear up to do a femoral stat to do that",,,,
,,,,,,
,,,,,,
161203,,,,,,
36,0:16:46,"Um and let's work on getting access, we'll send the uh complete trauma labs",,,,
,,,,,,
85,0:20:34,Complete labs and a dose of morphine soon thereafter please,,,,
,,,,,,
120,0:23:11,"So once we're done getting the blood we'll roll her, do her back",,,,
122,0:23:19,"And then let's get a chest X-ray, cause she's got a proximal left upper extremity deformity and that could also have a clavicle fracture",,,,
124,0:23:31,"Can you repeat that I heard chest X-ray, what else do you want",,,,
125,0:23:33,"So she's got a proximal humerus injury, so I'm thinking chest X-ray with the clavicle, which is my indication for the chest X-ray",,,,
126,0:23:40,And then humerus you want X-rays of that,,,,
127,0:23:42,"So X-rays of bilateral upper extremities, which don't necessary have the clavicle in it",,,,
128,0:23:50,And then we're gonna send full trauma labs,,,,
129,0:23:53,And a lateral C-spine,,,,
130,0:23:56,You said full truama labs,,,,
131,0:23:56,"Yeah, is that enough right",,,,
133,0:24:04,That's enough right,,,,
134,0:24:05,"Yeah perfect, all I need",,,,
135,0:24:06,Is that enough,,,,
136,0:24:08,"I got 2, 2 more",,,,
137,0:24:10,Okay sounds good,,,,
138,0:24:12,If she did nobody told,,,,
139,0:24:14,They didn't order anymore blood works,,,,
,,,,,,
161,0:26:34,"Just the arm X rays, humerus deformed, do you want 2 or just 1",,,,
162,0:26:38,"Just arm X-rays, her hands look fine right",,,,
163,0:26:42,"Hands look fine, just the humerus and forearm",,,,
164,0:26:48,"You're doing this arm, so the right upper",,,,
165,0:26:50,Yeah bilaterally,,,,
,,,,,,
187,0:29:14,"Is it easier for you guys to do all the imaging together, are they gonna shoot all the basic extremities in here or are they gonna bring her to radiology",,,,
188,0:29:16,"No worries, towel, towel",,,,
189,0:29:21,Yup,,,,
190,0:29:23,No we'll get the C-spine here but that's all,,,,
191,0:29:26,Okay just the C-spine,,,,
,,,,,,
,,,,,,
161128,,,,,,
17,0:06:00,Start getting access and plan to send basic trauma labs.,,,,
,,,,,,
43,0:09:58,Do you want labs for her?,,,,
44,0:09:59,I think we should be okay,,,,
47,0:10:01,Basic trauma labs,,,,
48,0:10:09,How are we doing on labs and access,,,,
,,,,,,
60,0:11:06,"So you said basic trauma labs, do you want add anything",,,,
,,,,,,
71,0:12:03,Alright so let's do basic trauma labs and a lateral sequent film,,,,
72,0:12:06,"Tell her, they want a lateral C-spine",,,,
74,0:12:29,"Alright so it sounds like we have a previously healthy 6 month old female, now stat is posted MBA, vitals are stable, um we'll get access and labs on her, we'll get a lateral C-spine film, and she can go ahead and move out to a room in the main e.",,,,
,,,,,,
,,,,,,
161127,,,,,,
23,0:01:13,CAT scans have been done right,,,,
24,0:01:14,"Yea they had, they did a CAT scan and a",,,,
25,0:01:18,Multiple fractures,,,,
,,,,,,
67,0:04:43,"Changing table, with outside imaging concerning for multiple uh skull fractures and bleed",,,,
68,0:04:51,"So we gotta upload the imaging, review the imaging, uh we're gonna do a full NAT workup so if he needs NAT labs, uh",,,,
69,0:04:59,The ASD is low elevated,,,,
70,0:05:02,We can repeat it,,,,
71,0:05:07,And skeletal survey?,,,,
72,0:05:08,"Skeletal survey, CAP C, social work",,,,
,,,,,,
83,0:05:49,You said NAT labs right,,,,
84,0:05:51,"Um yea so, yea, I'll",,,,
85,0:05:52,Is that just a basic trauma or,,,,
86,0:05:53,"Uh they do a CMP, CBC, coags, and UA",,,,
,,,,,,
133,0:09:42,"Uh, uh, there's gonna be like coags, basically it's gonna be the ANAT",,,,
134,0:09:45,"Are you okay, I mean",,,,
135,0:09:47,"Green, purple, and blue",,,,
136,0:09:48,"You okay, okay",,,,
137,0:09:48,"So coags, CBC's, CMP, um, and then the bag UA",,,,
,,,,,,
,,,,,,
160129,,,,,,
131,0:20:33,"We're gonna get some basic labs, start him on IV fluids, get X-rays of the left, uh leg, entire leg, um, and wait for the results of the labs",,,,
132,0:20:36,Saline's connected,,,,
,,,,,,
,,,,,,
160128,,,,,,
94,0:22:46,"Uh so we'll get a CT of the head, uh without contras, and then we'll get plain films of the C-spine, basic labs.",,,,
,,,,,,
,,,,,,
160126,,,,,,
10,0:08:42,We're gonna ultra sound his belly,,,,
11,0:08:46,We're gonna pick you up okay bud,,,,
,,,,,,
125,0:17:57,"We'll get a chest X-ray, he does have a little bit of um a chest wall tenderness, we're gonna upload the CT scan, and we'll have our trauma lab depending that will lead us to how he's trending, and um, that's where we are.",,,,
,,,,,,
,,,,,,
160124,,,,,,
144,0:09:00,What kind of labs you need,,,,
145,0:09:04,"Basic, yeah, trauma",,,,
146,0:09:09,Does it have LSTs,,,,
147,0:09:12,What stage trauma,,,,
148,0:09:13,ABC,,,,
149,0:09:14,H and H and um,,,,
150,0:09:20,"Hemoglobin AST, ALT, and UN",,,,
151,0:09:23,Yea that's all I wanted,,,,
152,0:09:32,It was hiding his belly,,,,
153,0:09:35,Do you want any fluids?,,,,
,,,,,,
200,0:13:04,Do you need to do any imaging?,,,,
,,,,,,
230,0:15:10,"Since he lost consciousness, I'd feel safe with a head CT scan",,,,
,,,,,,
278,0:17:39,"So we're gonna get some blood work, we're gonna move to another room, we're gonna get some films of his left forearm and his left knee cause he got squished against the pole buddy",,,,
,,,,,,
,,,,,,
170545,,,,,,
30,(00:11:07),We'll do basic trauma labs.,,,,
,,,,,,
38,(00:12:51),Did you see the CT?,,,,
39,(00:12:53),"No, I did not, I literally just pulled this stuff out of it.",,,,
40,(00:12:58),"What did… did she just have a head CT, that’s it?",,,,
41,(00:13:00),"Head CT, showed a 2 mm depressed --.",,,,
42,(00:13:03),"Yeah, I didn’t know if we scanned anything else.",,,,
43,(00:13:06),"No, usually with this age we don't have to do the neck because they're not at the risk to get any neck injuries.",,,,
44,(00:13:13),Yeah.,,,,
45,(00:13:14),"So, so that was just neurosurgery, so they'll just make their way down.",,,,
46,(00:13:20),"Okay good, that'd be great.",,,,
47,(00:13:23),"I mean, he looks pretty vigorous, but usually with the depression they like to watch two an hour neuro checks every night at least.",,,,
48,(00:13:30),Is that for the PICU then?,,,,
49,(00:13:32),"Yeah, PICU already knows.",,,,
50,(00:13:36),He looks happy.,,,,
51,(00:13:38),"Well he's not very happy right now, but yes.",,,,
52,(00:13:40),Let me retract that and say…,,,,
53,(00:13:41),He's appropriately annoyed by the fact that we are messing with him…,,,,
54,(00:13:45),And about to stab him.,,,,
55,(00:13:46),And not letting him eat and about to give him an IV.,,,,
56,(00:14:02),Should I continue?,,,,
57,(00:14:03),"If you can continue without getting in her way, then yeah. Yeah.",,,,
,,,,,,
66,(00:15:19),You need all of the labs did you say?,,,,
67,(00:15:20),Basic.,,,,
68,(00:15:21),Basic labs? Okay.,,,,
69,(00:15:22),"Yeah, basic labs. Thank you.",,,,
,,,,,,
91,(00:20:01),It was basic trauma labs.,,,,
,,,,,,
105,(00:23:06),"We'll get basic trauma labs, nurse if you'll consult.",,,,
109,(00:23:19),"They'll get a second read on the head CT, they're gonna upload it, um but..",,,,
,,,,,,
,,,,,,
170521,,,,,,
59,(00:08:05),"No labs, don't say hospital",,,,
60,(00:08:07),None?,,,,
61,(00:08:08),Do you want basic labs?,,,,
62,(00:08:09),"She was so swollen, drooling earlier.",,,,
63,(00:08:10),Yeah.,,,,
64,(00:08:11),Basic?,,,,
65,(00:08:13),"Yeah, it's decreased in swelling a lot.",,,,
66,(00:08:14),And secondary for the CT. So they come and they brought it.,,,,
67,(00:08:19),"They did, they're uploading it now.",,,,
,,,,,,
78,(00:09:51),"Okay. So let's take a look at her head CT, we'll get basic trauma labs because they didn't get any over there and then I think that's probably it.",,,,
79,(00:10:00),"So basic trauma labs is all you need? CT, saturated CT",,,,
,,,,,,
,,,,,,
170516,,,,,,
56,(00:41:46),Do you guys want any labs?,,,,
57,(00:41:48),I don't want labs.,,,,
58,(00:41:49),Do you want labs?,,,,
59,(00:41:50),I don't.,,,,
60,(00:41:51),No labs.,,,,
,,,,,,
,,,,,,
170518,,,,,,
65,(00:08:04),"So we know for sure we'll need a lateral c-spine film, we'll need a CT of his head. We'll need a, whatever the comphrehensive labs are. I think those are standard.",,,,
,,,,,,
116,(00:12:55),I have the CTs ready when you guys are.,,,,
,,,,,,
131,(00:13:48),Whether to get a CT of the face is the only thing. He's got blood in the nose...,,,,
132,(00:13:54),"Yeah, well we're going to head the head, so…",,,,
133,(00:13:56),Just do the face as well.,,,,
,,,,,,
154,(00:15:16),Anybody want the ---- results?,,,,
155,(00:15:17),Please.,,,,
156,(00:15:20),"730 53 34. Chemistries 71 39. K4.6, calcium 1.16. H and H 11 and 35. Base deficit 0.8. Glucose 1.8, lacate 1.3.",,,,
159,(00:15:39),Tell me when you guys are ready for the CT.,,,,
160,(00:15:42),"Yeah, we're ready for the CT.",,,,
,,,,,,
184,(00:17:04),"So let's get a C-spine x-ray now, then we'll go over and get a CT of his head. His face is stable though right?",,,,
185,(00:17:12),"Yeah, just looks like nasal bridge is swollen.",,,,
186,(00:17:15),Let's get a CT of his face then. CT face as well.,,,,
,,,,,,
,,,,,,
170515,,,,,,
99,(00:10:45),"Um, so we will start with basic trauma labs, we're gonna get a chest X-ray, X-ray of his shoulder and humerous.",,,,
106,(00:11:07),"So, imaging of his shoulder, his humerous and his chest. Basic trauma labs and he's gonna get a bolus.",,,,
,,,,,,
,,,,,,
170514,,,,,,
138,(00:10:30),"---, what are you thinking about for imaging and lab things?",,,,
139,(00:10:35),"I have my thoughts, but I feel like they might want something different.",,,,
,,,,,,
196,(00:15:44),Do you want them to x-ray him now? Or… can we do his leg here? Do we do the leg now?,,,,
197,(00:15:52),I'm fine with that. I don't know what the orders are.,,,,
198,(00:15:54),"Can we do that? Yeah, just tell him what we want.",,,,
199,(00:16:00),So he's having hip pain so we should probably get a pelvis and then he was also complaining of pain the lower leg.,,,,
200,(00:16:05),So a pelvis and a tibfib.,,,,
201,(00:16:07),Pelvis and tibfib sounds good.,,,,
202,(00:16:08),"Okay, alright.",,,,
203,(00:16:09),No c-spine? You want c-spine right?,,,,
204,(00:16:11),"Yes, that was part of his...",,,,
205,(00:16:12),"Okay, c-spine, pelvis and um…",,,,
206,(00:16:14),Tibfib.,,,,
207,(00:16:14),Right tibfib?,,,,
208,(00:16:15),Yes please.,,,,
